1: sp-clause-activity-inc='1.0', sp-clause-decay='1.4', sp-clause-del-heur='2', sp-clause-inversion='1', sp-first-restart='100', sp-learned-clause-sort-heur='0', sp-learned-clauses-inc='1.3', sp-learned-size-factor='0.4', sp-max-res-lit-inc='1.0', sp-max-res-runs='4', sp-orig-clause-sort-heur='0', sp-phase-dec-heur='5', sp-rand-phase-dec-freq='0.001', sp-rand-phase-scaling='1.0', sp-rand-var-dec-freq='0.001', sp-rand-var-dec-scaling='1.0', sp-res-cutoff-cls='8', sp-res-cutoff-lits='400', sp-res-order-heur='0', sp-resolution='1', sp-restart-inc='1.5', sp-update-dec-queue='1', sp-use-pure-literal-rule='1', sp-var-activity-inc='1.0', sp-var-dec-heur='0', sp-variable-decay='1.4'
22: sp-clause-activity-inc='0.7872996157335135', sp-clause-decay='1.568902787152839', sp-clause-del-heur='1', sp-clause-inversion='0', sp-first-restart='33', sp-learned-clause-sort-heur='0', sp-learned-clauses-inc='1.4545104451196957', sp-learned-size-factor='1.109053228226812', sp-max-res-lit-inc='1.4202757482770925', sp-max-res-runs='3', sp-orig-clause-sort-heur='11', sp-phase-dec-heur='3', sp-rand-phase-dec-freq='0.05', sp-rand-phase-scaling='0.5203119551383525', sp-rand-var-dec-freq='0.05', sp-rand-var-dec-scaling='0.9738526700732315', sp-res-cutoff-cls='3', sp-res-cutoff-lits='301', sp-res-order-heur='17', sp-resolution='1', sp-restart-inc='1.3736359230339472', sp-update-dec-queue='1', sp-use-pure-literal-rule='1', sp-var-activity-inc='1.4142735627468832', sp-var-dec-heur='16', sp-variable-decay='1.3916554095027844'
23: sp-clause-activity-inc='1.2260238076431833', sp-clause-decay='1.4454101658085117', sp-clause-del-heur='2', sp-clause-inversion='0', sp-first-restart='2888', sp-learned-clause-sort-heur='19', sp-learned-clauses-inc='1.1905751477137354', sp-learned-size-factor='0.8168165413203559', sp-max-res-lit-inc='1.9397539349064192', sp-max-res-runs='2', sp-orig-clause-sort-heur='16', sp-phase-dec-heur='5', sp-rand-phase-dec-freq='0.05', sp-rand-phase-scaling='0.3056470955608658', sp-rand-var-dec-freq='0', sp-rand-var-dec-scaling='0.46986178860679295', sp-res-cutoff-cls='3', sp-res-cutoff-lits='680', sp-res-order-heur='5', sp-resolution='0', sp-restart-inc='1.8904376611416596', sp-update-dec-queue='0', sp-use-pure-literal-rule='1', sp-var-activity-inc='0.8736526339431944', sp-var-dec-heur='0', sp-variable-decay='1.0566632981941693'
24: sp-clause-activity-inc='0.978700981095588', sp-clause-decay='1.0220592965987796', sp-clause-del-heur='2', sp-clause-inversion='0', sp-first-restart='309', sp-learned-clause-sort-heur='0', sp-learned-clauses-inc='1.1658046549172811', sp-learned-size-factor='0.21885519161359457', sp-max-res-lit-inc='1.248426742267862', sp-max-res-runs='5', sp-orig-clause-sort-heur='8', sp-phase-dec-heur='0', sp-rand-phase-dec-freq='0.01', sp-rand-phase-scaling='0.3127916771169715', sp-rand-var-dec-freq='0.01', sp-rand-var-dec-scaling='0.7003553782382008', sp-res-cutoff-cls='8', sp-res-cutoff-lits='646', sp-res-order-heur='0', sp-resolution='2', sp-restart-inc='1.624215830418902', sp-update-dec-queue='1', sp-use-pure-literal-rule='1', sp-var-activity-inc='1.1588157604099203', sp-var-dec-heur='3', sp-variable-decay='1.4159004462912215'
25: sp-clause-activity-inc='1.4772344055989697', sp-clause-decay='1.164629071696203', sp-clause-del-heur='1', sp-clause-inversion='0', sp-first-restart='278', sp-learned-clause-sort-heur='16', sp-learned-clauses-inc='1.4908090011755162', sp-learned-size-factor='0.6274171248786249', sp-max-res-lit-inc='2.1003235984620203', sp-max-res-runs='1', sp-orig-clause-sort-heur='18', sp-phase-dec-heur='2', sp-rand-phase-dec-freq='0.005', sp-rand-phase-scaling='0.4085021710958886', sp-rand-var-dec-freq='0.005', sp-rand-var-dec-scaling='0.9833784927746303', sp-res-cutoff-cls='10', sp-res-cutoff-lits='205', sp-res-order-heur='6', sp-resolution='0', sp-restart-inc='1.3588772172100962', sp-update-dec-queue='1', sp-use-pure-literal-rule='1', sp-var-activity-inc='0.5235354487508258', sp-var-dec-heur='0', sp-variable-decay='1.6176387901831217'
26: sp-clause-activity-inc='0.9378555737492321', sp-clause-decay='1.1346548889744192', sp-clause-del-heur='0', sp-clause-inversion='1', sp-first-restart='531', sp-learned-clause-sort-heur='17', sp-learned-clauses-inc='1.2090146923081906', sp-learned-size-factor='0.650417174573681', sp-max-res-lit-inc='0.8674755541337157', sp-max-res-runs='1', sp-orig-clause-sort-heur='12', sp-phase-dec-heur='3', sp-rand-phase-dec-freq='0.005', sp-rand-phase-scaling='0.755166182011485', sp-rand-var-dec-freq='0.005', sp-rand-var-dec-scaling='0.9613384132518363', sp-res-cutoff-cls='9', sp-res-cutoff-lits='950', sp-res-order-heur='10', sp-resolution='2', sp-restart-inc='1.1711022224653993', sp-update-dec-queue='0', sp-use-pure-literal-rule='0', sp-var-activity-inc='0.9609459250646699', sp-var-dec-heur='11', sp-variable-decay='1.9116988781730648'
27: sp-clause-activity-inc='0.6329240364958187', sp-clause-decay='1.4319887012950085', sp-clause-del-heur='2', sp-clause-inversion='1', sp-first-restart='1205', sp-learned-clause-sort-heur='19', sp-learned-clauses-inc='1.272880971455969', sp-learned-size-factor='0.770228651698949', sp-max-res-lit-inc='0.39948481840567696', sp-max-res-runs='4', sp-orig-clause-sort-heur='4', sp-phase-dec-heur='0', sp-rand-phase-dec-freq='0.01', sp-rand-phase-scaling='0.5450300678624658', sp-rand-var-dec-freq='0.01', sp-rand-var-dec-scaling='0.7799602397890641', sp-res-cutoff-cls='2', sp-res-cutoff-lits='100', sp-res-order-heur='5', sp-resolution='2', sp-restart-inc='1.5480418690817024', sp-update-dec-queue='1', sp-use-pure-literal-rule='1', sp-var-activity-inc='0.9773064939349181', sp-var-dec-heur='0', sp-variable-decay='1.2171593116581123'
28: sp-clause-activity-inc='1.062918355706401', sp-clause-decay='1.7255897299417453', sp-clause-del-heur='2', sp-clause-inversion='1', sp-first-restart='96', sp-learned-clause-sort-heur='10', sp-learned-clauses-inc='1.4256132755374205', sp-learned-size-factor='1.4522959824875754', sp-max-res-lit-inc='2.205260363934636', sp-max-res-runs='6', sp-orig-clause-sort-heur='5', sp-phase-dec-heur='2', sp-rand-phase-dec-freq='0.005', sp-rand-phase-scaling='0.6173410956607357', sp-rand-var-dec-freq='0.05', sp-rand-var-dec-scaling='0.9337292451077741', sp-res-cutoff-cls='19', sp-res-cutoff-lits='187', sp-res-order-heur='7', sp-resolution='0', sp-restart-inc='1.2125689608611951', sp-update-dec-queue='1', sp-use-pure-literal-rule='0', sp-var-activity-inc='0.7354044885210212', sp-var-dec-heur='17', sp-variable-decay='1.3338652674340443'
29: sp-clause-activity-inc='1.3209622103009924', sp-clause-decay='1.6137124878733333', sp-clause-del-heur='1', sp-clause-inversion='0', sp-first-restart='224', sp-learned-clause-sort-heur='3', sp-learned-clauses-inc='1.4186075037159045', sp-learned-size-factor='0.5121800842244417', sp-max-res-lit-inc='3.9258028660111504', sp-max-res-runs='1', sp-orig-clause-sort-heur='4', sp-phase-dec-heur='3', sp-rand-phase-dec-freq='0.05', sp-rand-phase-scaling='0.883409592374929', sp-rand-var-dec-freq='0.05', sp-rand-var-dec-scaling='0.5999480795156421', sp-res-cutoff-cls='10', sp-res-cutoff-lits='278', sp-res-order-heur='17', sp-resolution='2', sp-restart-inc='1.5283356240169745', sp-update-dec-queue='1', sp-use-pure-literal-rule='1', sp-var-activity-inc='1.200357169177628', sp-var-dec-heur='13', sp-variable-decay='1.4331361797274749'
30: sp-clause-activity-inc='1.4403226599648369', sp-clause-decay='1.0836764131683314', sp-clause-del-heur='1', sp-clause-inversion='0', sp-first-restart='1448', sp-learned-clause-sort-heur='7', sp-learned-clauses-inc='1.1633922436805346', sp-learned-size-factor='0.43841569182894585', sp-max-res-lit-inc='2.3168101382001445', sp-max-res-runs='4', sp-orig-clause-sort-heur='16', sp-phase-dec-heur='0', sp-rand-phase-dec-freq='0.01', sp-rand-phase-scaling='0.6315642989996211', sp-rand-var-dec-freq='0.01', sp-rand-var-dec-scaling='0.686109417268296', sp-res-cutoff-cls='17', sp-res-cutoff-lits='675', sp-res-order-heur='1', sp-resolution='2', sp-restart-inc='1.2106370505828963', sp-update-dec-queue='1', sp-use-pure-literal-rule='0', sp-var-activity-inc='1.2344267681030225', sp-var-dec-heur='5', sp-variable-decay='1.913726303418663'
31: sp-clause-activity-inc='0.7872996157335135', sp-clause-decay='1.568902787152839', sp-clause-del-heur='1', sp-clause-inversion='0', sp-first-restart='33', sp-learned-clause-sort-heur='0', sp-learned-clauses-inc='1.4545104451196957', sp-learned-size-factor='1.109053228226812', sp-max-res-lit-inc='1.4202757482770925', sp-max-res-runs='3', sp-orig-clause-sort-heur='0', sp-phase-dec-heur='3', sp-rand-phase-dec-freq='0.05', sp-rand-phase-scaling='0.5203119551383525', sp-rand-var-dec-freq='0.05', sp-rand-var-dec-scaling='0.9738526700732315', sp-res-cutoff-cls='3', sp-res-cutoff-lits='301', sp-res-order-heur='17', sp-resolution='1', sp-restart-inc='1.3736359230339472', sp-update-dec-queue='1', sp-use-pure-literal-rule='1', sp-var-activity-inc='1.4142735627468832', sp-var-dec-heur='19', sp-variable-decay='1.3916554095027844'
32: sp-clause-activity-inc='0.6329240364958187', sp-clause-decay='1.4319887012950085', sp-clause-del-heur='2', sp-clause-inversion='1', sp-first-restart='740', sp-learned-clause-sort-heur='18', sp-learned-clauses-inc='1.272880971455969', sp-learned-size-factor='0.770228651698949', sp-max-res-lit-inc='0.39948481840567696', sp-max-res-runs='4', sp-orig-clause-sort-heur='18', sp-phase-dec-heur='0', sp-rand-phase-dec-freq='0.0001', sp-rand-phase-scaling='0.5450300678624658', sp-rand-var-dec-freq='0.01', sp-rand-var-dec-scaling='0.7799602397890641', sp-res-cutoff-cls='2', sp-res-cutoff-lits='100', sp-res-order-heur='5', sp-resolution='2', sp-restart-inc='1.3724178141693033', sp-update-dec-queue='1', sp-use-pure-literal-rule='1', sp-var-activity-inc='0.7049853266890271', sp-var-dec-heur='0', sp-variable-decay='1.0030697840433818'
33: sp-clause-activity-inc='0.7559999568055847', sp-clause-decay='1.474644782163229', sp-clause-del-heur='0', sp-clause-inversion='0', sp-first-restart='351', sp-learned-clause-sort-heur='17', sp-learned-clauses-inc='1.3667164969012244', sp-learned-size-factor='0.42062292868282847', sp-max-res-lit-inc='0.9288295054459565', sp-max-res-runs='30', sp-orig-clause-sort-heur='6', sp-phase-dec-heur='1', sp-rand-phase-dec-freq='0.05', sp-rand-phase-scaling='0.31922882206888986', sp-rand-var-dec-freq='0.05', sp-rand-var-dec-scaling='0.5407438305137061', sp-res-cutoff-cls='13', sp-res-cutoff-lits='137', sp-res-order-heur='17', sp-resolution='1', sp-restart-inc='1.3558351882221444', sp-update-dec-queue='1', sp-use-pure-literal-rule='0', sp-var-activity-inc='0.7875059770370194', sp-var-dec-heur='13', sp-variable-decay='1.1150408522811603'
34: sp-clause-activity-inc='1.422671880478342', sp-clause-decay='1.1663591914186715', sp-clause-del-heur='1', sp-clause-inversion='1', sp-first-restart='89', sp-learned-clause-sort-heur='8', sp-learned-clauses-inc='1.1653524779687692', sp-learned-size-factor='0.579810630441772', sp-max-res-lit-inc='2.466618719181229', sp-max-res-runs='3', sp-orig-clause-sort-heur='11', sp-phase-dec-heur='6', sp-rand-phase-dec-freq='0.005', sp-rand-phase-scaling='1.0404600830701687', sp-rand-var-dec-freq='0.01', sp-rand-var-dec-scaling='1.0713835752522192', sp-res-cutoff-cls='9', sp-res-cutoff-lits='747', sp-res-order-heur='5', sp-resolution='2', sp-restart-inc='1.7291475468963653', sp-update-dec-queue='0', sp-use-pure-literal-rule='0', sp-var-activity-inc='1.0912323451243622', sp-var-dec-heur='18', sp-variable-decay='1.366070131869611'
35: sp-clause-activity-inc='1.4496533195412584', sp-clause-decay='1.7742087640359054', sp-clause-del-heur='1', sp-clause-inversion='1', sp-first-restart='62', sp-learned-clause-sort-heur='6', sp-learned-clauses-inc='1.1423251241596473', sp-learned-size-factor='0.1770490515401953', sp-max-res-lit-inc='1.2850702789834352', sp-max-res-runs='20', sp-orig-clause-sort-heur='1', sp-phase-dec-heur='5', sp-rand-phase-dec-freq='0.005', sp-rand-phase-scaling='0.6798291083553658', sp-rand-var-dec-freq='0', sp-rand-var-dec-scaling='1.0592019913379287', sp-res-cutoff-cls='13', sp-res-cutoff-lits='1493', sp-res-order-heur='13', sp-resolution='1', sp-restart-inc='1.8689086857505697', sp-update-dec-queue='0', sp-use-pure-literal-rule='1', sp-var-activity-inc='0.9854312562504534', sp-var-dec-heur='10', sp-variable-decay='1.0226883989236348'
36: sp-clause-activity-inc='1.0', sp-clause-decay='1.4', sp-clause-del-heur='2', sp-clause-inversion='1', sp-first-restart='100', sp-learned-clause-sort-heur='19', sp-learned-clauses-inc='1.3', sp-learned-size-factor='0.4', sp-max-res-lit-inc='1.0', sp-max-res-runs='4', sp-orig-clause-sort-heur='0', sp-phase-dec-heur='2', sp-rand-phase-dec-freq='0.001', sp-rand-phase-scaling='1.0', sp-rand-var-dec-freq='0.005', sp-rand-var-dec-scaling='1.0', sp-res-cutoff-cls='8', sp-res-cutoff-lits='400', sp-res-order-heur='0', sp-resolution='1', sp-restart-inc='1.5', sp-update-dec-queue='1', sp-use-pure-literal-rule='1', sp-var-activity-inc='1.0', sp-var-dec-heur='19', sp-variable-decay='1.0004166228479836'
37: sp-clause-activity-inc='1.4666211326726386', sp-clause-decay='1.3985081510089776', sp-clause-del-heur='2', sp-clause-inversion='0', sp-first-restart='951', sp-learned-clause-sort-heur='9', sp-learned-clauses-inc='1.3728524879434252', sp-learned-size-factor='0.5059284888248007', sp-max-res-lit-inc='2.4635254843076266', sp-max-res-runs='2', sp-orig-clause-sort-heur='1', sp-phase-dec-heur='1', sp-rand-phase-dec-freq='0.0001', sp-rand-phase-scaling='0.6936583036066479', sp-rand-var-dec-freq='0.01', sp-rand-var-dec-scaling='0.5007062365857011', sp-res-cutoff-cls='19', sp-res-cutoff-lits='170', sp-res-order-heur='16', sp-resolution='2', sp-restart-inc='1.311568613046416', sp-update-dec-queue='1', sp-use-pure-literal-rule='1', sp-var-activity-inc='0.7894400862152842', sp-var-dec-heur='0', sp-variable-decay='1.2410517775103354'
38: sp-clause-activity-inc='0.7872996157335135', sp-clause-decay='1.4264467861968178', sp-clause-del-heur='1', sp-clause-inversion='0', sp-first-restart='3097', sp-learned-clause-sort-heur='16', sp-learned-clauses-inc='1.4545104451196957', sp-learned-size-factor='1.109053228226812', sp-max-res-lit-inc='1.4202757482770925', sp-max-res-runs='3', sp-orig-clause-sort-heur='8', sp-phase-dec-heur='2', sp-rand-phase-dec-freq='0.05', sp-rand-phase-scaling='0.5203119551383525', sp-rand-var-dec-freq='0', sp-rand-var-dec-scaling='0.9738526700732315', sp-res-cutoff-cls='3', sp-res-cutoff-lits='301', sp-res-order-heur='17', sp-resolution='2', sp-restart-inc='1.3736359230339472', sp-update-dec-queue='1', sp-use-pure-literal-rule='1', sp-var-activity-inc='1.4142735627468832', sp-var-dec-heur='7', sp-variable-decay='1.3916554095027844'
39: sp-clause-activity-inc='0.5746053462077595', sp-clause-decay='1.5184001869910668', sp-clause-del-heur='2', sp-clause-inversion='0', sp-first-restart='2568', sp-learned-clause-sort-heur='11', sp-learned-clauses-inc='1.416764355963209', sp-learned-size-factor='0.11311122538156891', sp-max-res-lit-inc='0.9327621410906479', sp-max-res-runs='1', sp-orig-clause-sort-heur='14', sp-phase-dec-heur='1', sp-rand-phase-dec-freq='0', sp-rand-phase-scaling='0.7495554807858451', sp-rand-var-dec-freq='0.01', sp-rand-var-dec-scaling='1.0129203948116146', sp-res-cutoff-cls='18', sp-res-cutoff-lits='1119', sp-res-order-heur='18', sp-resolution='2', sp-restart-inc='1.183162465457288', sp-update-dec-queue='1', sp-use-pure-literal-rule='1', sp-var-activity-inc='1.328387155173398', sp-var-dec-heur='19', sp-variable-decay='1.0513746188845063'
40: sp-clause-activity-inc='1.3669107633425188', sp-clause-decay='1.3393150180585338', sp-clause-del-heur='1', sp-clause-inversion='1', sp-first-restart='251', sp-learned-clause-sort-heur='16', sp-learned-clauses-inc='1.1529181513816915', sp-learned-size-factor='0.5661118257658382', sp-max-res-lit-inc='0.4305846548523319', sp-max-res-runs='12', sp-orig-clause-sort-heur='1', sp-phase-dec-heur='0', sp-rand-phase-dec-freq='0.0001', sp-rand-phase-scaling='0.4871355752243377', sp-rand-var-dec-freq='0.05', sp-rand-var-dec-scaling='0.9095906970473833', sp-res-cutoff-cls='2', sp-res-cutoff-lits='213', sp-res-order-heur='14', sp-resolution='1', sp-restart-inc='1.4778138410498372', sp-update-dec-queue='0', sp-use-pure-literal-rule='0', sp-var-activity-inc='0.9304984931015085', sp-var-dec-heur='18', sp-variable-decay='1.3985775978306716'
41: sp-clause-activity-inc='0.728597805046764', sp-clause-decay='1.6401319045595306', sp-clause-del-heur='1', sp-clause-inversion='1', sp-first-restart='28', sp-learned-clause-sort-heur='19', sp-learned-clauses-inc='1.25924898632252', sp-learned-size-factor='0.29018416702142535', sp-max-res-lit-inc='1.631682888905532', sp-max-res-runs='3', sp-orig-clause-sort-heur='11', sp-phase-dec-heur='3', sp-rand-phase-dec-freq='0.0001', sp-rand-phase-scaling='0.4226071867546756', sp-rand-var-dec-freq='0.005', sp-rand-var-dec-scaling='0.31769414170081683', sp-res-cutoff-cls='4', sp-res-cutoff-lits='1222', sp-res-order-heur='17', sp-resolution='1', sp-restart-inc='1.1366983061123541', sp-update-dec-queue='0', sp-use-pure-literal-rule='1', sp-var-activity-inc='0.8805934022763556', sp-var-dec-heur='16', sp-variable-decay='1.3907402130153819'
42: sp-clause-activity-inc='1.0271170328721726', sp-clause-decay='1.8774791606617904', sp-clause-del-heur='1', sp-clause-inversion='1', sp-first-restart='82', sp-learned-clause-sort-heur='2', sp-learned-clauses-inc='1.1864271090584668', sp-learned-size-factor='0.29018416702142535', sp-max-res-lit-inc='1.631682888905532', sp-max-res-runs='3', sp-orig-clause-sort-heur='16', sp-phase-dec-heur='5', sp-rand-phase-dec-freq='0.0001', sp-rand-phase-scaling='0.4226071867546756', sp-rand-var-dec-freq='0.001', sp-rand-var-dec-scaling='0.31769414170081683', sp-res-cutoff-cls='4', sp-res-cutoff-lits='1222', sp-res-order-heur='17', sp-resolution='0', sp-restart-inc='1.2121390827531588', sp-update-dec-queue='1', sp-use-pure-literal-rule='1', sp-var-activity-inc='0.8805934022763556', sp-var-dec-heur='7', sp-variable-decay='1.2727818363495618'
43: sp-clause-activity-inc='1.0000660190718333', sp-clause-decay='1.204221197523588', sp-clause-del-heur='1', sp-clause-inversion='0', sp-first-restart='188', sp-learned-clause-sort-heur='4', sp-learned-clauses-inc='1.4561589251445506', sp-learned-size-factor='0.22998335564213787', sp-max-res-lit-inc='3.740596433239327', sp-max-res-runs='13', sp-orig-clause-sort-heur='10', sp-phase-dec-heur='2', sp-rand-phase-dec-freq='0.001', sp-rand-phase-scaling='0.7745502251058956', sp-rand-var-dec-freq='0.005', sp-rand-var-dec-scaling='0.9803777810768477', sp-res-cutoff-cls='7', sp-res-cutoff-lits='771', sp-res-order-heur='15', sp-resolution='2', sp-restart-inc='1.5373726031494233', sp-update-dec-queue='1', sp-use-pure-literal-rule='1', sp-var-activity-inc='1.201595690080306', sp-var-dec-heur='13', sp-variable-decay='1.73935252615751'
44: sp-clause-activity-inc='1.2465699945740967', sp-clause-decay='1.4617706198148421', sp-clause-del-heur='0', sp-clause-inversion='1', sp-first-restart='1823', sp-learned-clause-sort-heur='19', sp-learned-clauses-inc='1.2309144844024025', sp-learned-size-factor='1.3761424182577326', sp-max-res-lit-inc='0.6591251260368962', sp-max-res-runs='15', sp-orig-clause-sort-heur='11', sp-phase-dec-heur='3', sp-rand-phase-dec-freq='0.005', sp-rand-phase-scaling='0.34553393516517916', sp-rand-var-dec-freq='0.05', sp-rand-var-dec-scaling='0.4732394343761667', sp-res-cutoff-cls='11', sp-res-cutoff-lits='262', sp-res-order-heur='17', sp-resolution='1', sp-restart-inc='1.8921312146113545', sp-update-dec-queue='0', sp-use-pure-literal-rule='0', sp-var-activity-inc='1.245927302402642', sp-var-dec-heur='4', sp-variable-decay='1.1066634903650407'
45: sp-clause-activity-inc='1.2966552589983733', sp-clause-decay='1.007188154502231', sp-clause-del-heur='0', sp-clause-inversion='0', sp-first-restart='161', sp-learned-clause-sort-heur='9', sp-learned-clauses-inc='1.1062272211978348', sp-learned-size-factor='0.3041221291399276', sp-max-res-lit-inc='1.0840472107612062', sp-max-res-runs='1', sp-orig-clause-sort-heur='4', sp-phase-dec-heur='0', sp-rand-phase-dec-freq='0.05', sp-rand-phase-scaling='0.4177435836937834', sp-rand-var-dec-freq='0.0001', sp-rand-var-dec-scaling='0.7838237992030576', sp-res-cutoff-cls='8', sp-res-cutoff-lits='114', sp-res-order-heur='19', sp-resolution='0', sp-restart-inc='1.7695808543509624', sp-update-dec-queue='0', sp-use-pure-literal-rule='1', sp-var-activity-inc='1.2042788638133004', sp-var-dec-heur='19', sp-variable-decay='1.8804733628471493'
46: sp-clause-activity-inc='0.7872996157335135', sp-clause-decay='1.4264467861968178', sp-clause-del-heur='1', sp-clause-inversion='0', sp-first-restart='3097', sp-learned-clause-sort-heur='16', sp-learned-clauses-inc='1.4545104451196957', sp-learned-size-factor='1.109053228226812', sp-max-res-lit-inc='1.4202757482770925', sp-max-res-runs='3', sp-orig-clause-sort-heur='16', sp-phase-dec-heur='3', sp-rand-phase-dec-freq='0.05', sp-rand-phase-scaling='0.5203119551383525', sp-rand-var-dec-freq='0.005', sp-rand-var-dec-scaling='0.9738526700732315', sp-res-cutoff-cls='3', sp-res-cutoff-lits='301', sp-res-order-heur='17', sp-resolution='2', sp-restart-inc='1.6425261228563768', sp-update-dec-queue='1', sp-use-pure-literal-rule='1', sp-var-activity-inc='1.4142735627468832', sp-var-dec-heur='7', sp-variable-decay='1.3916554095027844'
47: sp-clause-activity-inc='1.0881012365717035', sp-clause-decay='1.542396663108163', sp-clause-del-heur='1', sp-clause-inversion='0', sp-first-restart='330', sp-learned-clause-sort-heur='16', sp-learned-clauses-inc='1.2890915431560213', sp-learned-size-factor='0.19224005968341776', sp-max-res-lit-inc='1.3952290144335942', sp-max-res-runs='1', sp-orig-clause-sort-heur='9', sp-phase-dec-heur='1', sp-rand-phase-dec-freq='0.001', sp-rand-phase-scaling='0.40319047043850215', sp-rand-var-dec-freq='0.005', sp-rand-var-dec-scaling='1.0880326521503825', sp-res-cutoff-cls='14', sp-res-cutoff-lits='447', sp-res-order-heur='19', sp-resolution='0', sp-restart-inc='1.6882770742203737', sp-update-dec-queue='1', sp-use-pure-literal-rule='1', sp-var-activity-inc='0.520672164047391', sp-var-dec-heur='10', sp-variable-decay='1.531696879959511'
48: sp-clause-activity-inc='0.835604940696121', sp-clause-decay='1.1954935005900282', sp-clause-del-heur='1', sp-clause-inversion='0', sp-first-restart='327', sp-learned-clause-sort-heur='2', sp-learned-clauses-inc='1.4022527320791771', sp-learned-size-factor='1.117512548032711', sp-max-res-lit-inc='0.9067506942254562', sp-max-res-runs='23', sp-orig-clause-sort-heur='6', sp-phase-dec-heur='5', sp-rand-phase-dec-freq='0.001', sp-rand-phase-scaling='0.8682092891959599', sp-rand-var-dec-freq='0.001', sp-rand-var-dec-scaling='0.5441766512340207', sp-res-cutoff-cls='4', sp-res-cutoff-lits='114', sp-res-order-heur='0', sp-resolution='1', sp-restart-inc='1.254126287638786', sp-update-dec-queue='0', sp-use-pure-literal-rule='0', sp-var-activity-inc='0.9247685710477384', sp-var-dec-heur='0', sp-variable-decay='1.0052823714631738'
49: sp-clause-activity-inc='0.7405145631429542', sp-clause-decay='1.555814751316602', sp-clause-del-heur='1', sp-clause-inversion='0', sp-first-restart='41', sp-learned-clause-sort-heur='8', sp-learned-clauses-inc='1.165400785006626', sp-learned-size-factor='0.11252499649241529', sp-max-res-lit-inc='0.3700605960174508', sp-max-res-runs='6', sp-orig-clause-sort-heur='12', sp-phase-dec-heur='3', sp-rand-phase-dec-freq='0.0001', sp-rand-phase-scaling='0.9228394761366767', sp-rand-var-dec-freq='0.0001', sp-rand-var-dec-scaling='1.0308256526825708', sp-res-cutoff-cls='7', sp-res-cutoff-lits='184', sp-res-order-heur='3', sp-resolution='2', sp-restart-inc='1.4551303870562138', sp-update-dec-queue='0', sp-use-pure-literal-rule='1', sp-var-activity-inc='0.5792936623595002', sp-var-dec-heur='2', sp-variable-decay='1.269314925274446'
50: sp-clause-activity-inc='1.1395948357288637', sp-clause-decay='1.277999228648964', sp-clause-del-heur='2', sp-clause-inversion='0', sp-first-restart='1008', sp-learned-clause-sort-heur='15', sp-learned-clauses-inc='1.315827378448612', sp-learned-size-factor='1.2997734924891893', sp-max-res-lit-inc='1.754017833717758', sp-max-res-runs='1', sp-orig-clause-sort-heur='7', sp-phase-dec-heur='6', sp-rand-phase-dec-freq='0.005', sp-rand-phase-scaling='1.0559262402311893', sp-rand-var-dec-freq='0.01', sp-rand-var-dec-scaling='0.8263466639111428', sp-res-cutoff-cls='3', sp-res-cutoff-lits='1150', sp-res-order-heur='2', sp-resolution='0', sp-restart-inc='1.4513625002644504', sp-update-dec-queue='0', sp-use-pure-literal-rule='0', sp-var-activity-inc='0.9925908471871897', sp-var-dec-heur='6', sp-variable-decay='1.9054762083640082'
51: sp-clause-activity-inc='0.9606596973589845', sp-clause-decay='1.6467008624289619', sp-clause-del-heur='2', sp-clause-inversion='0', sp-first-restart='57', sp-learned-clause-sort-heur='6', sp-learned-clauses-inc='1.4572439515569777', sp-learned-size-factor='1.3837133443875422', sp-max-res-lit-inc='3.264607471541959', sp-max-res-runs='13', sp-orig-clause-sort-heur='3', sp-phase-dec-heur='1', sp-rand-phase-dec-freq='0.05', sp-rand-phase-scaling='0.38211564276930404', sp-rand-var-dec-freq='0.0001', sp-rand-var-dec-scaling='0.8416146674976259', sp-res-cutoff-cls='4', sp-res-cutoff-lits='885', sp-res-order-heur='19', sp-resolution='1', sp-restart-inc='1.866162462397405', sp-update-dec-queue='0', sp-use-pure-literal-rule='1', sp-var-activity-inc='0.7790083602963586', sp-var-dec-heur='12', sp-variable-decay='1.375946699948433'
52: sp-clause-activity-inc='0.6937625466288497', sp-clause-decay='1.5889771948191969', sp-clause-del-heur='2', sp-clause-inversion='0', sp-first-restart='569', sp-learned-clause-sort-heur='18', sp-learned-clauses-inc='1.1279523663703939', sp-learned-size-factor='0.8702491844683471', sp-max-res-lit-inc='1.255375333029321', sp-max-res-runs='2', sp-orig-clause-sort-heur='19', sp-phase-dec-heur='4', sp-rand-phase-dec-freq='0.001', sp-rand-phase-scaling='0.4296517337163541', sp-rand-var-dec-freq='0', sp-rand-var-dec-scaling='0.5861028096000007', sp-res-cutoff-cls='3', sp-res-cutoff-lits='489', sp-res-order-heur='14', sp-resolution='0', sp-restart-inc='1.4334139467659355', sp-update-dec-queue='1', sp-use-pure-literal-rule='1', sp-var-activity-inc='0.605199032340155', sp-var-dec-heur='1', sp-variable-decay='1.3961711998027828'
